Transaction ID,Account ID,Posting Date,Amount,Amount Minor,Description,State,Categorization Source,Transfer Match ID,Source File,Source Row,Created UTC,Modified UTC
txn-0130,fin-marketplace,2026-05-31,6900.00,690000,Product Charges,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0131,fin-marketplace,2026-05-31,-345.00,-34500,Refunds,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0132,fin-marketplace,2026-05-31,75.90,7590,ShippingCharge,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0133,fin-marketplace,2026-05-31,-1035.00,-103500,Commission,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0134,fin-marketplace,2026-05-31,-1449.00,-144900,FBAPerUnitFulfillmentFee,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0135,fin-marketplace,2026-05-31,-175.00,-17500,FBAStorageFee,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0136,fin-marketplace,2026-05-31,-3971.90,-397190,Marketplace payout 2026-05,MATCHED_TRANSFER,TRANSFER,transfer-0017,imports/2026/marketplace-transfers.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0137,fin-bank-operating,2026-05-31,3971.90,397190,Marketplace deposit 2026-05,MATCHED_TRANSFER,TRANSFER,transfer-0017,imports/2026/operating-checking.qbo,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0138,fin-marketplace,2026-06-30,9200.00,920000,Product Charges,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0139,fin-marketplace,2026-06-30,-460.00,-46000,Refunds,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0140,fin-marketplace,2026-06-30,101.20,10120,ShippingCharge,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0141,fin-marketplace,2026-06-30,-1380.00,-138000,Commission,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0142,fin-marketplace,2026-06-30,-2070.00,-207000,FBAPerUnitFulfillmentFee,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0143,fin-marketplace,2026-06-30,-186.00,-18600,FBAStorageFee,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0144,fin-marketplace,2026-06-30,-5205.20,-520520,Marketplace payout 2026-06,MATCHED_TRANSFER,TRANSFER,transfer-0018,imports/2026/marketplace-transfers.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0145,fin-bank-operating,2026-06-30,5205.20,520520,Marketplace deposit 2026-06,MATCHED_TRANSFER,TRANSFER,transfer-0018,imports/2026/operating-checking.qbo,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0146,fin-marketplace,2026-07-31,10100.00,1010000,Product Charges,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0147,fin-marketplace,2026-07-31,-505.00,-50500,Refunds,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0148,fin-marketplace,2026-07-31,111.10,11110,ShippingCharge,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0149,fin-marketplace,2026-07-31,-1515.00,-151500,Commission,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0150,fin-marketplace,2026-07-31,-2121.00,-212100,FBAPerUnitFulfillmentFee,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0151,fin-marketplace,2026-07-31,-197.00,-19700,FBAStorageFee,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0152,fin-marketplace,2026-07-31,-5873.10,-587310,Marketplace payout 2026-07,MATCHED_TRANSFER,TRANSFER,transfer-0019,imports/2026/marketplace-transfers.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0153,fin-bank-operating,2026-07-31,5873.10,587310,Marketplace deposit 2026-07,MATCHED_TRANSFER,TRANSFER,transfer-0019,imports/2026/operating-checking.qbo,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0154,fin-marketplace,2026-08-31,3600.00,360000,Product Charges,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0155,fin-marketplace,2026-08-31,-234.00,-23400,Refunds,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0156,fin-marketplace,2026-08-31,39.60,3960,ShippingCharge,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0157,fin-marketplace,2026-08-31,-540.00,-54000,Commission,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0158,fin-marketplace,2026-08-31,-756.00,-75600,FBAPerUnitFulfillmentFee,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0159,fin-marketplace,2026-08-31,-208.00,-20800,FBAStorageFee,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0160,fin-marketplace,2026-08-31,-75.00,-7500,MiscPlatformFee,POSTED,MANUAL,,imports/2026/marketplace-summary.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0161,fin-marketplace,2026-08-31,-1826.60,-182660,Marketplace payout 2026-08,MATCHED_TRANSFER,TRANSFER,transfer-0020,imports/2026/marketplace-transfers.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0162,fin-bank-operating,2026-08-31,1826.60,182660,Marketplace deposit 2026-08,MATCHED_TRANSFER,TRANSFER,transfer-0020,imports/2026/operating-checking.qbo,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0163,fin-bank-operating,2025-01-03,4000.00,400000,Owner capital contribution,POSTED,MANUAL,,imports/2025/operating-checking.xlsx,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0164,fin-bank-operating,2025-01-15,-600.00,-60000,Annual liability insurance,POSTED,MANUAL,,imports/2025/operating-checking.xlsx,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0165,fin-bank-operating,2025-02-01,-6000.00,-600000,Inventory funding transfer,MATCHED_TRANSFER,TRANSFER,transfer-0021,imports/2025/operating-checking.xlsx,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0166,fin-inventory,2025-02-01,6000.00,600000,Inventory funding received,MATCHED_TRANSFER,TRANSFER,transfer-0021,imports/2025/inventory-activity.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0167,fin-bank-operating,2025-03-05,-2400.00,-240000,Warehouse equipment purchase,POSTED,MANUAL,,imports/2025/operating-checking.xlsx,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0168,fin-bank-operating,2025-04-10,8000.00,800000,Term loan proceeds,POSTED,MANUAL,,imports/2025/operating-checking.xlsx,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0169,fin-card,2025-05-01,-240.00,-24000,Bookkeeping software subscription,POSTED,MANUAL,,imports/2025/business-card.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0170,fin-card,2025-05-20,-700.00,-70000,Search advertising campaign,POSTED,MANUAL,,imports/2025/business-card.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0171,fin-bank-operating,2025-06-05,-940.00,-94000,Business card payment,MATCHED_TRANSFER,TRANSFER,transfer-0022,imports/2025/operating-checking.xlsx,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0172,fin-card,2025-06-05,940.00,94000,Payment received,MATCHED_TRANSFER,TRANSFER,transfer-0022,imports/2025/business-card.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0173,fin-bank-operating,2025-07-01,-5000.00,-500000,Inventory funding transfer,MATCHED_TRANSFER,TRANSFER,transfer-0023,imports/2025/operating-checking.xlsx,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0174,fin-inventory,2025-07-01,5000.00,500000,Inventory funding received,MATCHED_TRANSFER,TRANSFER,transfer-0023,imports/2025/inventory-activity.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0175,fin-bank-savings,2025-08-15,45.00,4500,Savings interest,POSTED,MANUAL,,imports/2025/savings-activity.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0176,fin-bank-operating,2025-09-02,-1200.00,-120000,Owner distribution,POSTED,MANUAL,,imports/2025/operating-checking.xlsx,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0177,fin-bank-operating,2025-10-01,-1000.00,-100000,Term loan payment,POSTED,MANUAL,,imports/2025/operating-checking.xlsx,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0178,fin-bank-operating,2025-11-01,-1200.00,-120000,Prepaid annual insurance,POSTED,MANUAL,,imports/2025/operating-checking.xlsx,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0179,fin-inventory,2025-12-31,-7800.00,-780000,Year-end inventory cost adjustment,POSTED,MANUAL,,imports/2025/inventory-activity.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0180,fin-bank-operating,2025-12-29,-99.00,-9900,Excluded personal purchase example,EXCLUDED,NONE,,imports/2025/operating-checking.xlsx,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0181,fin-bank-operating,2025-12-30,-300.00,-30000,Pending invoice example,PENDING,NONE,,imports/2025/operating-checking.xlsx,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0182,fin-inventory,2026-01-01,7800.00,780000,Reverse prior-year inventory cost adjustment,POSTED,MANUAL,,imports/2026/inventory-activity.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0183,fin-bank-operating,2026-01-03,2000.00,200000,Owner capital contribution,POSTED,MANUAL,,imports/2026/operating-checking.qbo,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0184,fin-bank-operating,2026-01-20,2500.00,250000,Short-term loan proceeds,POSTED,MANUAL,,imports/2026/operating-checking.qbo,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0185,fin-card,2026-02-04,-300.00,-30000,Operations software subscription,POSTED,MANUAL,,imports/2026/business-card.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0186,fin-card,2026-02-18,-900.00,-90000,Seasonal advertising campaign,POSTED,MANUAL,,imports/2026/business-card.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0187,fin-bank-operating,2026-03-05,-1000.00,-100000,Business card payment,MATCHED_TRANSFER,TRANSFER,transfer-0024,imports/2026/operating-checking.qbo,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0188,fin-card,2026-03-05,1000.00,100000,Payment received,MATCHED_TRANSFER,TRANSFER,transfer-0024,imports/2026/business-card.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0189,fin-bank-operating,2026-04-01,-4000.00,-400000,Inventory funding transfer,MATCHED_TRANSFER,TRANSFER,transfer-0025,imports/2026/operating-checking.qbo,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0190,fin-inventory,2026-04-01,4000.00,400000,Inventory funding received,MATCHED_TRANSFER,TRANSFER,transfer-0025,imports/2026/inventory-activity.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0191,fin-bank-operating,2026-05-12,-1800.00,-180000,Computer equipment purchase,POSTED,MANUAL,,imports/2026/operating-checking.qbo,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0192,fin-bank-operating,2026-06-10,-700.00,-70000,Term loan payment,POSTED,MANUAL,,imports/2026/operating-checking.qbo,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0193,fin-bank-operating,2026-07-08,-800.00,-80000,Owner distribution,POSTED,MANUAL,,imports/2026/operating-checking.qbo,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0194,fin-bank-operating,2026-08-14,650.00,65000,Consulting service receipt,POSTED,MANUAL,,imports/2026/operating-checking.qbo,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0195,fin-inventory,2026-08-31,-6500.00,-650000,Interim inventory cost adjustment,POSTED,MANUAL,,imports/2026/inventory-activity.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0196,fin-bank-operating,2026-08-20,-425.00,-42500,Pending freight invoice,PENDING,NONE,,imports/2026/operating-checking.qbo,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0197,fin-card,2026-08-21,-88.00,-8800,Excluded personal charge example,EXCLUDED,NONE,,imports/2026/business-card.csv,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
txn-0198,fin-bank-operating,2026-09-15,-1200.00,-120000,Future trade show after August as-of,POSTED,MANUAL,,imports/2026/operating-checking.qbo,,2026-08-20T12:00:00.000Z,2026-08-20T12:00:00.000Z
